aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,inference_time
0.04371166601777077,0.08025951683521271,0.05513591691851616,0.11144640296697617,0.16158068180084229,0.06858555227518082,0.053275641053915024,0.03971949219703674,0.09446287155151367
